transaction_id,date,user_id,merchant_name,merchant_category,amount,is_fraud
TXN_10080,2023-02-11,USR_340,Starbucks,,26.58,0
TXN_10081,2023-02-05,,Shell,Gas Station,-47.33,0
TXN_10082,2023-01-11,USR_418,Netflix,Entertainment,145.17,0
TXN_10083,2023-05-12,USR_492,Netflix,Entertainment,19.72,0
TXN_10084,2023-03-25,USR_259,Target,,-14.75,0
TXN_10085,2023-04-12,USR_138,Starbucks,Food & Beverage,20.05,0
TXN_10086,2023-11-04,,Uber,Transport,82.72,0
TXN_10087,2023-02-05,USR_359,Starbucks,Food & Beverage,-46.01,0
TXN_10088,2023-07-05,USR_425,McDonalds,Food & Beverage,19.5,0
TXN_10089,2023-11-30,USR_238,Amazon,E-commerce,55.33,0
TXN_10090,2023-10-31,USR_237,McDonalds,Food & Beverage,36.49,0
TXN_10091,2023-05-05,USR_484,Uber,Transport,87.24,0
TXN_10092,2023-06-16,USR_193,Walmart,Retail,16.41,0
TXN_10093,2023-12-26,USR_241,Uber,Transport,23.86,0
TXN_10094,2023-09-08,USR_384,Netflix,Entertainment,22.37,0
TXN_10095,2023-01-09,USR_147,McDonalds,Food & Beverage,7.66,0
TXN_10096,2023-09-29,USR_276,Shell,Gas Station,44.53,0
TXN_10097,2023-05-09,USR_218,McDonalds,,42.99,0
TXN_10098,2023-09-05,USR_241,Amazon,E-commerce,33.29,0
TXN_10099,2023-04-10,,Uber,Transport,26.19,0
TXN_10100,2023-01-28,USR_383,Amazon,E-commerce,8.04,0
TXN_10101,2023-01-07,USR_393,McDonalds,Food & Beverage,21.74,0
TXN_10102,2023-09-02,USR_158,Walmart,Retail,23.51,0
TXN_10103,2023-10-16,USR_255,Walmart,,14.85,0
TXN_10104,2023-11-13,USR_215,Starbucks,Food & Beverage,28.18,0
TXN_10105,2023-08-08,USR_256,Uber,Transport,49.6,0
TXN_10106,2023-04-17,USR_420,Target,Retail,218.37,0
TXN_10107,2023-03-22,USR_101,Amazon,E-commerce,39.43,0
TXN_10108,2023-12-28,USR_244,Walmart,Retail,42.84,0
TXN_10109,2023-11-17,USR_401,Uber,Transport,30.74,0
TXN_10110,2023-05-17,USR_172,Netflix,,4.86,0
TXN_10111,2023-08-28,USR_452,Uber,Transport,32.25,0
TXN_10112,2023-11-03,USR_120,McDonalds,Food & Beverage,35.17,0
TXN_10113,2023-12-12,USR_394,Walmart,Retail,-388.87,0
TXN_10114,2023-03-31,USR_340,Uber,Transport,27.32,0
TXN_10115,2023-09-09,USR_146,Starbucks,Food & Beverage,44.77,0
TXN_10116,2023-06-18,USR_310,Target,Retail,31.99,0
TXN_10117,2023-06-11,USR_229,Walmart,Retail,10.29,0
TXN_10118,2023-10-05,USR_336,Walmart,Retail,103.84,0
TXN_10119,2023-01-27,USR_204,McDonalds,Food & Beverage,70.24,0
TXN_10120,2023-11-19,USR_411,McDonalds,Food & Beverage,73.04,0
TXN_10121,2023-02-17,USR_215,Walmart,Retail,13.34,0
TXN_10122,2023-03-20,USR_355,Target,Retail,134.67,0
TXN_10123,2023-08-30,USR_224,Starbucks,Food & Beverage,8.15,0
TXN_10124,2023-05-22,USR_495,Amazon,E-commerce,59.55,0
TXN_10125,2023-05-25,USR_471,Uber,Transport,296.03,0
TXN_10126,2023-08-17,USR_375,McDonalds,Food & Beverage,12.3,0
TXN_10127,2023-06-14,USR_196,Starbucks,Food & Beverage,18.8,0
TXN_10128,2023-08-31,USR_461,Starbucks,Food & Beverage,36.59,0
TXN_10129,2023-01-19,USR_164,Amazon,E-commerce,20.02,0
TXN_10130,2023-08-22,USR_107,McDonalds,Food & Beverage,7.02,0
TXN_10131,2023-05-16,USR_273,Amazon,E-commerce,35.47,0
TXN_10132,2023-10-01,USR_294,Shell,Gas Station,11.45,0
TXN_10133,2023-01-19,USR_416,McDonalds,,53.18,0
TXN_10134,2023-08-11,USR_150,Netflix,Entertainment,13.2,0
TXN_10135,2023-01-15,USR_123,Amazon,E-commerce,156.01,0
TXN_10136,2023-09-29,USR_310,Starbucks,Food & Beverage,15.13,0
TXN_10137,2023-07-15,USR_417,Target,Retail,24.0,0
TXN_10138,2023-05-11,USR_335,Netflix,Entertainment,-74.7,0
TXN_10139,2023-03-22,USR_137,Uber,Transport,9.67,0
TXN_10140,2023-08-22,USR_254,Starbucks,Food & Beverage,41.57,0
TXN_10141,2023-07-03,,Netflix,Entertainment,122.38,0
TXN_10142,2023-10-17,USR_451,Starbucks,Food & Beverage,6.64,0
TXN_10143,2023-05-27,USR_497,McDonalds,Food & Beverage,39.83,0
TXN_10144,2023-12-14,USR_486,Netflix,Entertainment,42.94,0
TXN_10145,2023-11-27,USR_120,Target,Retail,72.37,0
TXN_10146,2023-06-01,USR_267,Amazon,E-commerce,9.61,0
TXN_10147,2023-05-20,USR_184,Shell,Gas Station,8.84,0
TXN_10148,2023-06-23,USR_158,Uber,Transport,55.81,0
TXN_10149,2023-12-12,USR_303,Netflix,Entertainment,44.57,0
TXN_10150,2023-08-21,USR_288,Starbucks,Food & Beverage,153.55735798129732,1
TXN_10151,2023-04-30,USR_341,Shell,,46.83,0
TXN_10152,2023-11-22,USR_337,Netflix,Entertainment,16.78,0
TXN_10153,2023-01-20,USR_255,Amazon,E-commerce,41.77,0
TXN_10154,2023-07-09,USR_443,Amazon,E-commerce,44.39,0
TXN_10155,2023-12-02,USR_150,Amazon,E-commerce,16.21,0
TXN_10156,2023-07-09,USR_211,Uber,Transport,213.96,0
TXN_10157,2023-07-08,USR_378,Target,Retail,53.19,0
TXN_10158,2023-03-04,USR_332,Uber,,10.06,0
TXN_10159,2023-06-20,USR_224,Walmart,Retail,63.85,0
TXN_10160,2023-04-30,USR_268,Netflix,Entertainment,12.49,0
TXN_10161,2023-03-16,USR_166,Uber,Transport,72.75,0
TXN_10162,2023-07-03,USR_221,Walmart,Retail,-105.49,0
TXN_10163,2023-09-27,USR_158,Amazon,E-commerce,14.58,0
TXN_10164,2023-04-24,USR_414,Target,,86.78,0
TXN_10165,2023-01-16,USR_131,Uber,Transport,50.04,0
TXN_10166,2023-08-16,USR_137,Target,Retail,75.34,0
TXN_10167,2023-11-21,USR_399,Amazon,E-commerce,220.7,0
TXN_10168,2023-11-06,USR_320,Uber,,25.91,0
TXN_10169,2023-04-27,USR_311,Netflix,Entertainment,15.58,0
TXN_10170,2023-06-10,USR_440,Target,Retail,13.61,0
TXN_10171,2023-02-13,USR_147,McDonalds,Food & Beverage,14.65,0
TXN_10172,2023-10-28,USR_387,Amazon,E-commerce,30.66,0
TXN_10173,2023-01-27,USR_247,Starbucks,Food & Beverage,46.58,0
TXN_10174,2023-09-04,USR_214,Netflix,Entertainment,43.67,0
TXN_10175,2023-10-21,USR_215,Target,Retail,75.73,0
TXN_10176,2023-12-03,USR_455,Walmart,Retail,33.55,0
TXN_10177,2023-06-29,USR_103,Uber,Transport,141.67,0
TXN_10178,2023-11-21,USR_115,Target,,25.42,0
TXN_10179,2023-07-09,USR_259,McDonalds,Food & Beverage,502.79,0
TXN_10180,2023-03-21,USR_180,Target,Retail,-61.91,0
TXN_10181,2023-09-06,USR_410,McDonalds,Food & Beverage,14.05,0
TXN_10182,2023-02-26,USR_245,Target,Retail,11.35,0
TXN_10183,2023-07-22,USR_406,Uber,,53.65,0
TXN_10184,2023-05-29,USR_267,Amazon,,26.48,0
TXN_10185,2023-12-27,USR_217,Amazon,E-commerce,67.63,0
TXN_10186,2023-01-22,USR_323,Target,,53.16,0
TXN_10187,2023-12-30,,Starbucks,Food & Beverage,30.79,0
TXN_10188,2023-11-13,USR_335,Shell,Gas Station,14.2,0
TXN_10189,2023-10-29,USR_305,Target,Retail,7.28,0
TXN_10190,2023-03-28,USR_139,Shell,Gas Station,21.19,0
TXN_10191,2023-11-27,USR_175,Shell,Gas Station,77.98,0
TXN_10192,2023-12-02,USR_138,Amazon,E-commerce,41.02,0
TXN_10193,2023-10-17,USR_429,McDonalds,Food & Beverage,9.53,0
TXN_10194,2023-02-04,USR_340,Shell,Gas Station,39.38,0
TXN_10195,2023-02-07,USR_258,Walmart,Retail,-48.68,0
TXN_10196,2023-02-16,USR_414,Uber,Transport,13.68,0
TXN_10197,2023-10-20,USR_433,Walmart,Retail,38.62,0
TXN_10198,2023-06-25,,Walmart,,35.1,0
TXN_10199,2023-09-26,USR_367,McDonalds,Food & Beverage,10.56,0
TXN_10200,2023-06-23,USR_447,Starbucks,Food & Beverage,47.36,0
TXN_10201,2023-10-13,USR_447,Target,Retail,58.02,0
TXN_10202,2023-10-26,USR_439,Amazon,,97.81,0
TXN_10203,2023-12-29,USR_143,Starbucks,Food & Beverage,94.99,0
TXN_10204,2023-12-17,USR_369,Amazon,,8.35,0
TXN_10205,2023-04-03,USR_209,Walmart,Retail,12.96,0
TXN_10206,2023-06-01,USR_151,Amazon,E-commerce,55.43,0
TXN_10207,2023-11-13,USR_167,Walmart,Retail,55.36,0
TXN_10208,2023-01-23,USR_310,Amazon,E-commerce,55.43,0
TXN_10209,2023-08-18,USR_219,Uber,Transport,1560.45,0
TXN_10210,2023-04-10,USR_288,McDonalds,Food & Beverage,58.61,0
TXN_10211,2023-09-15,USR_370,Uber,Transport,103.09,0
TXN_10212,2023-01-27,USR_428,Amazon,E-commerce,85.97,0
TXN_10213,2023-03-24,USR_239,Target,Retail,63.52,0
TXN_10214,2023-04-24,USR_330,Target,Retail,24.16,0
TXN_10215,2023-05-01,,Starbucks,Food & Beverage,70.74,0
TXN_10216,2023-11-29,USR_271,Target,Retail,15.29,0
TXN_10217,2023-03-13,,McDonalds,Food & Beverage,26.13,0
TXN_10218,2023-03-18,USR_380,Target,Retail,53.94513107679519,1
TXN_10219,2023-03-04,USR_124,Uber,Transport,35.94,0
TXN_10220,2023-09-13,USR_405,Target,Retail,335.18,0
TXN_10221,2023-01-01,USR_414,Amazon,E-commerce,5.12,0
TXN_10222,2023-07-04,USR_134,Target,Retail,65.78,0
TXN_10223,2023-08-29,USR_122,Walmart,Retail,6.6,0
TXN_10224,2023-02-04,USR_276,Walmart,Retail,20.66,0
TXN_10225,2023-06-30,USR_379,Shell,Gas Station,98.39,0
TXN_10226,2023-09-03,USR_423,McDonalds,Food & Beverage,35.31,0
TXN_10227,2023-04-14,USR_122,McDonalds,Food & Beverage,11.27,0
TXN_10228,2023-10-06,USR_342,Uber,Transport,16.19,0
TXN_10229,2023-01-25,USR_435,Shell,Gas Station,65.34,0
TXN_10230,2023-07-17,USR_273,Starbucks,Food & Beverage,15.95,0
TXN_10231,2023-08-06,USR_140,Uber,Transport,41.12,0
TXN_10232,2023-02-10,USR_267,Uber,Transport,34.66,0
TXN_10233,2023-08-16,USR_279,Starbucks,Food & Beverage,17.26,0
TXN_10234,2023-01-30,USR_138,Starbucks,Food & Beverage,282.58,0
TXN_10235,2023-03-15,USR_411,Amazon,E-commerce,62.42,0
TXN_10236,2023-07-07,USR_285,Netflix,Entertainment,4.37,0
TXN_10237,2023-07-10,USR_327,McDonalds,Food & Beverage,39.9,0
TXN_10238,2023-05-23,USR_227,Starbucks,Food & Beverage,-17.09,0
TXN_10239,2023-03-02,USR_234,Starbucks,Food & Beverage,77.67,0
TXN_10240,2023-09-09,USR_202,Uber,,14.99,0
TXN_10241,2023-12-16,USR_263,McDonalds,Food & Beverage,29.53,0
TXN_10242,2023-03-22,USR_464,Uber,Transport,54.87,0
TXN_10243,2023-03-04,USR_202,Shell,Gas Station,78.71,0
TXN_10244,2023-07-08,USR_339,Shell,Gas Station,9.97,0
TXN_10245,2023-07-23,USR_467,Target,Retail,23.7,0
TXN_10246,2023-06-12,USR_428,Target,,20.6,0
TXN_10247,2023-10-10,USR_427,Amazon,E-commerce,17.23,0
TXN_10248,2023-09-23,USR_178,Walmart,Retail,193.53,0
TXN_10249,2023-09-23,USR_245,Netflix,Entertainment,49.65,0
TXN_10250,2023-06-05,USR_414,Uber,Transport,9.39,0
TXN_10251,2023-11-16,USR_468,Amazon,E-commerce,82.92,0
TXN_10252,2023-01-15,USR_141,Walmart,,276.48,0
TXN_10253,2023-08-02,USR_416,Netflix,Entertainment,92.99,0
TXN_10254,2023-06-04,USR_347,Uber,Transport,7.25,0
TXN_10255,2023-01-31,USR_180,McDonalds,Food & Beverage,20.4,0
TXN_10256,2023-06-13,USR_475,Amazon,E-commerce,117.56,0
TXN_10257,2023-02-24,USR_263,Shell,Gas Station,16.32,0
TXN_10258,2023-05-29,USR_296,Amazon,E-commerce,51.62,0
TXN_10259,2023-10-23,USR_469,Amazon,E-commerce,71.85,0
TXN_10260,2023-06-07,USR_354,McDonalds,,13.11,0
TXN_10261,2023-06-30,USR_124,Netflix,,31.2,0
TXN_10262,2023-01-05,USR_155,McDonalds,Food & Beverage,1.3,0
TXN_10263,2023-07-25,USR_126,Starbucks,Food & Beverage,11.89,0
TXN_10264,2023-08-19,USR_491,Target,Retail,25.72,0
TXN_10265,2023-02-19,USR_301,Target,Retail,9.51,0
TXN_10266,2023-04-12,,Shell,Gas Station,169.43,0
TXN_10267,2023-08-31,USR_365,Amazon,E-commerce,7.92,0
TXN_10268,2023-06-13,USR_183,Shell,Gas Station,21.33,0
TXN_10269,2023-09-18,USR_372,Shell,Gas Station,37.74,0
TXN_10270,2023-12-11,USR_156,Walmart,Retail,139.95,0
TXN_10271,2023-05-16,USR_435,Walmart,Retail,7.88,0
TXN_10272,2023-03-29,USR_368,Walmart,Retail,105.97,0
TXN_10273,2023-05-05,USR_116,Amazon,E-commerce,33.46,0
TXN_10274,2023-03-19,USR_311,McDonalds,Food & Beverage,12.41,0
TXN_10275,2023-02-01,USR_461,McDonalds,,52.57,0
TXN_10276,2023-06-10,USR_188,McDonalds,Food & Beverage,40.41,0
TXN_10277,2023-04-09,USR_226,Uber,Transport,18.17,0
TXN_10278,2023-12-27,USR_206,Uber,Transport,35.51,0
TXN_10279,2023-10-21,USR_446,Uber,Transport,22.53,0
TXN_10280,2023-03-16,USR_248,Shell,,37.1,0
TXN_10281,2023-09-03,USR_209,McDonalds,Food & Beverage,64.21,0
TXN_10282,2023-11-12,USR_479,Uber,Transport,161.74,0
TXN_10283,2023-01-27,USR_151,Netflix,Entertainment,9.6,0
TXN_10284,2023-03-22,USR_308,Amazon,E-commerce,1020.5071369831819,1
TXN_10285,2023-05-28,USR_264,Netflix,Entertainment,4.7,0
TXN_10286,2023-01-20,USR_189,Netflix,Entertainment,28.45,0
TXN_10287,2023-07-23,USR_353,Walmart,Retail,59.64,0
TXN_10288,2023-01-05,USR_252,Uber,Transport,43.86,0
TXN_10289,2023-11-25,USR_378,Uber,Transport,17.77,0
TXN_10290,2023-02-27,USR_269,McDonalds,Food & Beverage,26.89,0
TXN_10291,2023-06-01,USR_390,Amazon,E-commerce,60.919338163522546,1
TXN_10292,2023-09-21,USR_267,Starbucks,,18.37,0
TXN_10293,2023-05-08,USR_103,Amazon,E-commerce,77.45,0
TXN_10294,2023-10-21,USR_105,Shell,Gas Station,47.32,0
TXN_10295,2023-03-23,USR_307,Target,Retail,16.56,0
TXN_10296,2023-11-24,USR_251,Uber,Transport,81.42,0
TXN_10297,2023-11-07,USR_291,McDonalds,Food & Beverage,45.03,0
TXN_10298,2023-12-15,USR_486,Netflix,Entertainment,74.65,0
TXN_10299,2023-10-16,USR_157,Shell,,62.15,0
TXN_10300,2023-09-24,USR_326,Amazon,,14.45,0
TXN_10301,2023-08-17,USR_128,Target,Retail,18.91,0
TXN_10302,2023-12-11,USR_257,Walmart,Retail,69.92,0
TXN_10303,2023-01-24,USR_316,Netflix,Entertainment,60.97,0
TXN_10304,2023-08-30,USR_116,Target,Retail,32.43,0
TXN_10305,2023-07-15,USR_329,Starbucks,Food & Beverage,37.24,0
TXN_10306,2023-06-28,USR_160,Amazon,E-commerce,118.83,0
TXN_10307,2023-01-12,USR_252,Netflix,Entertainment,18.33,0
TXN_10308,2023-05-07,USR_335,Starbucks,Food & Beverage,57.23,0
TXN_10309,2023-12-05,USR_314,Target,Retail,27.05,0
TXN_10310,2023-02-21,USR_404,Netflix,,26.64,0
TXN_10311,2023-01-23,USR_305,Walmart,Retail,99.36,0
TXN_10312,2023-05-29,USR_219,Walmart,Retail,75.6,0
TXN_10313,2023-03-15,USR_438,Shell,Gas Station,74.7,0
TXN_10314,2023-08-07,USR_384,Amazon,E-commerce,122.18,0
TXN_10315,2023-06-13,USR_456,Starbucks,Food & Beverage,33.82,0
TXN_10316,2023-04-26,USR_253,McDonalds,Food & Beverage,65.49,0
TXN_10317,2023-08-02,USR_385,Walmart,Retail,24.28,0
TXN_10318,2023-08-19,USR_289,Shell,,45.79,0
TXN_10319,2023-11-06,USR_408,Uber,,29.07,0
TXN_10320,2023-06-20,USR_255,Netflix,Entertainment,-36.49,0
TXN_10321,2023-09-03,USR_224,Target,Retail,60.05,0
TXN_10322,2023-05-25,USR_294,Netflix,Entertainment,14.61,0
TXN_10323,2023-09-12,USR_338,Shell,,268.38,0
TXN_10324,2023-07-09,USR_260,Shell,Gas Station,12.11,0
TXN_10325,2023-10-27,USR_396,Amazon,E-commerce,35.977158008858716,1
TXN_10326,2023-05-06,USR_355,Netflix,Entertainment,105.44,0
TXN_10327,2023-11-25,USR_478,McDonalds,Food & Beverage,73.09,0
TXN_10328,2023-10-07,USR_350,Amazon,E-commerce,61.81,0
TXN_10329,2023-02-08,USR_442,Walmart,,-62.08,0
TXN_10330,2023-03-19,USR_104,Netflix,Entertainment,32.71,0
TXN_10331,2023-01-09,,McDonalds,Food & Beverage,13.5,0
TXN_10332,2023-05-27,USR_108,Uber,Transport,35.72,0
TXN_10333,2023-02-19,USR_368,Amazon,,16.82,0
TXN_10334,2023-07-23,USR_140,Shell,Gas Station,87.81,0
TXN_10335,2023-02-11,,Netflix,Entertainment,28.59,0
TXN_10336,2023-10-10,USR_343,Starbucks,,-14.51,0
TXN_10337,2023-11-27,USR_269,McDonalds,Food & Beverage,24.01,0
TXN_10338,2023-12-21,USR_390,Walmart,Retail,-50.05,0
TXN_10339,2023-10-16,USR_436,Uber,,18.85,0
TXN_10340,2023-12-31,USR_303,Netflix,Entertainment,14.55,0
TXN_10341,2023-10-04,USR_269,Starbucks,Food & Beverage,42.25,0
TXN_10342,2023-06-27,USR_127,Target,,42.31,0
TXN_10343,2023-06-17,USR_115,Starbucks,Food & Beverage,19.95,0
TXN_10344,2023-07-12,USR_321,Netflix,Entertainment,20.68,0
TXN_10345,2024-01-01,USR_137,Uber,,41.76,0
TXN_10346,2023-06-12,USR_284,Amazon,,-7.78,0
TXN_10347,2023-02-22,USR_167,Shell,,8.11,0
TXN_10348,2023-02-15,USR_281,Starbucks,Food & Beverage,16.14,0
TXN_10349,2023-02-13,USR_471,Starbucks,Food & Beverage,86.70825809889222,1
TXN_10350,2023-03-28,USR_171,Amazon,E-commerce,45.19,0
TXN_10351,2023-08-04,USR_253,Amazon,E-commerce,144.8,0
TXN_10352,2023-09-11,USR_404,Netflix,Entertainment,78.07,0
TXN_10353,2023-06-20,USR_417,Walmart,Retail,28.22,0
TXN_10354,2023-11-30,USR_404,Starbucks,,32.49,0
TXN_10355,2023-04-01,USR_303,Netflix,Entertainment,12.15,0
TXN_10356,2023-05-05,USR_266,McDonalds,Food & Beverage,32.51,0
TXN_10357,2023-04-13,USR_403,Target,Retail,24.81,0
TXN_10358,2023-08-25,USR_462,Walmart,Retail,45.73,0
TXN_10359,2023-07-29,USR_444,Target,Retail,14.48,0
TXN_10360,2023-07-13,USR_137,Amazon,E-commerce,55.66,0
TXN_10361,2023-07-04,USR_459,Starbucks,Food & Beverage,153.35,0
TXN_10362,2023-05-08,USR_436,Target,Retail,29.7,0
TXN_10363,2023-06-19,USR_320,Starbucks,,49.49,0
TXN_10364,2023-07-20,USR_337,Netflix,Entertainment,66.03,0
TXN_10365,2023-09-05,USR_153,Shell,Gas Station,22.17,0
TXN_10366,2023-06-25,USR_333,Amazon,E-commerce,41.43,0
TXN_10367,2023-12-23,USR_331,Target,Retail,33.54,0
TXN_10368,2023-02-25,USR_446,Target,Retail,110.59732759589065,1
TXN_10369,2023-06-19,USR_386,Amazon,E-commerce,15.29,0
TXN_10370,2023-12-03,USR_321,Amazon,E-commerce,33.94,0
TXN_10371,2023-07-19,USR_102,McDonalds,Food & Beverage,54.49,0
TXN_10372,2023-10-02,USR_195,Target,Retail,141.34,0
TXN_10373,2023-11-24,USR_260,McDonalds,Food & Beverage,86.42,0
TXN_10374,2023-08-23,USR_416,Shell,Gas Station,285.2,0
TXN_10375,2023-06-10,USR_160,Target,Retail,15.37,0
TXN_10376,2023-08-03,USR_405,Amazon,,79.23,0
TXN_10377,2023-09-08,USR_247,Amazon,,39.78,0
TXN_10378,2023-01-05,USR_348,Walmart,,295.84,0
TXN_10379,2023-09-09,USR_312,McDonalds,Food & Beverage,14.76,0
TXN_10380,2023-04-23,USR_249,Walmart,,14.3,0
TXN_10381,2023-09-11,USR_381,McDonalds,Food & Beverage,18.19,0
TXN_10382,2023-01-22,USR_489,Shell,Gas Station,3.96,0
TXN_10383,2023-12-01,,Target,Retail,19.57,0
TXN_10384,2023-02-14,USR_324,Uber,Transport,15.5,0
TXN_10385,2023-10-29,USR_452,Netflix,Entertainment,38.49,0
TXN_10386,2023-04-16,USR_205,Amazon,E-commerce,46.61,0
TXN_10387,2023-12-27,USR_249,Amazon,E-commerce,216.19,0
TXN_10388,2023-07-30,USR_130,Target,Retail,85.66,0
TXN_10389,2023-12-31,USR_264,Amazon,E-commerce,18.6,0
TXN_10390,2023-11-20,USR_237,McDonalds,Food & Beverage,13.49,0
TXN_10391,2023-05-23,USR_455,Target,Retail,54.16,0
TXN_10392,2023-02-17,USR_474,Shell,Gas Station,8.84,0
TXN_10393,2023-07-23,USR_211,Target,Retail,206.74,0
TXN_10394,2023-06-22,USR_380,Shell,Gas Station,107.71,0
TXN_10395,2023-01-25,USR_123,Shell,,20.71,0
TXN_10396,2023-03-22,USR_325,Target,Retail,5.97,0
TXN_10397,2023-06-04,USR_181,Amazon,E-commerce,128.24,0
TXN_10398,2023-07-10,USR_440,Shell,Gas Station,29.53,0
TXN_10399,2023-04-30,,Uber,Transport,114.18,0
TXN_10400,2023-10-31,,McDonalds,Food & Beverage,6.72,0
